VehiclePicture,OverallRating,OverallFrontCrashRating,FrontCrashDriversideRating,FrontCrashPassengersideRating,FrontCrashPicture,FrontCrashVideo,OverallSideCrashRating,SideCrashDriversideRating,SideCrashPassengersideRating,SideCrashPicture,SideCrashVideo,combinedSideBarrierAndPoleRating-Front,combinedSideBarrierAndPoleRating-Rear,sideBarrierRating-Overall,RolloverRating,RolloverRating2,RolloverPossibility,RolloverPossibility2,dynamicTipResult,SidePoleCrashRating,SidePolePicture,SidePoleVideo,NHTSAElectronicStabilityControl,NHTSAForwardCollisionWarning,NHTSALaneDepartureWarning,ComplaintsCount,RecallsCount,InvestigationCount,ModelYear,Make,Model,VehicleDescription,VehicleId
https://static.nhtsa.gov/images/vehicles/13993_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,1,1,0,2020,PORSCHE,911 TURBO S CABRIOLET,2020 Porsche 911 Turbo S Cabriolet C AWD,15008
https://static.nhtsa.gov/images/vehicles/14550_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,8,3,0,2020,PORSCHE,CAYENNE,2020 Porsche Cayenne SUV AWD,15009
https://static.nhtsa.gov/images/vehicles/14380_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,8,3,0,2020,PORSCHE,CAYENNE COUPE,2020 Porsche Cayenne Coupe SUV AWD,15014
https://static.nhtsa.gov/images/vehicles/14380_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,0,2,1,2020,PORSCHE,CAYENNE COUPE E-HYBRID,2020 Porsche Cayenne Coupe E-Hybrid SUV AWD,15015
https://static.nhtsa.gov/images/vehicles/14380_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,9,3,0,2020,PORSCHE,CAYENNE COUPE S,2020 Porsche Cayenne Coupe S SUV AWD,15016
https://static.nhtsa.gov/images/vehicles/14386_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,0,1,0,2020,PORSCHE,CAYENNE COUPE TURBO,2020 Porsche Cayenne Coupe Turbo SUV AWD,15017
https://static.nhtsa.gov/images/vehicles/14386_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,8,4,0,2020,PORSCHE,CAYENNE COUPE TURBO S E-HYBRID,2020 Porsche Cayenne Coupe Turbo S E-Hybrid SUV AWD,15018
https://static.nhtsa.gov/images/vehicles/13356_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,8,3,0,2020,PORSCHE,CAYENNE E-HYBRID,2020 Porsche Cayenne E-Hybrid SUV AWD,15010
https://static.nhtsa.gov/images/vehicles/13356_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,9,3,0,2020,PORSCHE,CAYENNE S,2020 Porsche Cayenne S SUV AWD,15011
https://static.nhtsa.gov/images/vehicles/13053_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,8,4,0,2020,PORSCHE,CAYENNE TURBO,2020 Porsche Cayenne Turbo SUV AWD,15012
https://static.nhtsa.gov/images/vehicles/14386_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,8,4,0,2020,PORSCHE,CAYENNE TURBO S E-HYBRID,2020 Porsche Cayenne Turbo S E-Hybrid SUV AWD,15013
https://static.nhtsa.gov/images/vehicles/13726_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,11,2,0,2020,PORSCHE,MACAN,2020 Porsche Macan SUV AWD,14963
https://static.nhtsa.gov/images/vehicles/13726_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,0,0,0,2020,PORSCHE,MACAN GTS,2020 Porsche Macan GTS SUV AWD,14965
https://static.nhtsa.gov/images/vehicles/13684_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,0,1,0,2020,PORSCHE,MACAN S,2020 Porsche Macan S SUV AWD,14964
https://static.nhtsa.gov/images/vehicles/13726_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,0,1,0,2020,PORSCHE,MACAN TURBO,2020 Porsche Macan Turbo SUV AWD,14966
https://static.nhtsa.gov/images/vehicles/12066_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,5,1,0,2020,PORSCHE,PANAMERA,2020 Porsche Panamera 5 HB RWD,14967
https://static.nhtsa.gov/images/vehicles/12066_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,0,2,0,2020,PORSCHE,PANAMERA 4,2020 Porsche Panamera 4 5 HB AWD,14968
https://static.nhtsa.gov/images/vehicles/12832_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,0,0,1,2020,PORSCHE,PANAMERA 4 E-HYBRID,2020 Porsche Panamera 4 E-Hybrid 5 HB AWD,14969
https://static.nhtsa.gov/images/vehicles/12832_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,5,1,0,2020,PORSCHE,PANAMERA 4 E-HYBRID EXECUTIVE,2020 Porsche Panamera 4 E-Hybrid Executive 5 HB AWD,14975
https://static.nhtsa.gov/images/vehicles/12066_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,5,1,0,2020,PORSCHE,PANAMERA 4 E-HYBRID SPORT TURISMO,2020 Porsche Panamera 4 E-Hybrid Sport Turismo SW AWD,14980
https://static.nhtsa.gov/images/vehicles/12595_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,0,1,0,2020,PORSCHE,PANAMERA 4 EXECUTIVE,2020 Porsche Panamera 4 Executive 5 HB AWD,14974
https://static.nhtsa.gov/images/vehicles/12066_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,0,1,0,2020,PORSCHE,PANAMERA 4 SPORT TURISMO,2020 Porsche Panamera 4 Sport Turismo SW AWD,14979
https://static.nhtsa.gov/images/vehicles/12066_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,0,1,0,2020,PORSCHE,PANAMERA 4S,2020 Porsche Panamera 4S 5 HB AWD,14970
https://static.nhtsa.gov/images/vehicles/12066_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,0,1,0,2020,PORSCHE,PANAMERA 4S EXECUTIVE,2020 Porsche Panamera 4S Executive 5 HB AWD,14976
https://static.nhtsa.gov/images/vehicles/12066_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,0,1,0,2020,PORSCHE,PANAMERA 4S SPORT TURISMO,2020 Porsche Panamera 4S Sport Turismo SW AWD,14981
https://static.nhtsa.gov/images/vehicles/12066_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,0,1,0,2020,PORSCHE,PANAMERA GTS,2020 Porsche Panamera GTS 5 HB AWD,14971
https://static.nhtsa.gov/images/vehicles/12066_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,0,1,0,2020,PORSCHE,PANAMERA GTS SPORT TURISMO,2020 Porsche Panamera GTS Sport Turismo SW AWD,14982
https://static.nhtsa.gov/images/vehicles/12066_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,0,1,0,2020,PORSCHE,PANAMERA TURBO,2020 Porsche Panamera Turbo 5 HB AWD,14972
https://static.nhtsa.gov/images/vehicles/12066_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,0,1,0,2020,PORSCHE,PANAMERA TURBO EXECUTIVE,2020 Porsche Panamera Turbo Executive 5 HB AWD,14977
https://static.nhtsa.gov/images/vehicles/12832_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,0,0,1,2020,PORSCHE,PANAMERA TURBO S E-HYBRID,2020 Porsche Panamera Turbo S E-Hybrid 5 HB AWD,14973
https://static.nhtsa.gov/images/vehicles/12832_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,5,1,0,2020,PORSCHE,PANAMERA TURBO S E-HYBRID EXECUTIVE,2020 Porsche Panamera Turbo S E-Hybrid Executive 5 HB AWD,14978
https://static.nhtsa.gov/images/vehicles/12832_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,5,1,0,2020,PORSCHE,PANAMERA TURBO S E-HYBRID SPORT TURISMO,2020 Porsche Panamera Turbo S E-Hybrid Sport Turismo SW AWD,14984
https://static.nhtsa.gov/images/vehicles/12832_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,0,1,0,2020,PORSCHE,PANAMERA TURBO SPORT TURISMO,2020 Porsche Panamera Turbo Sport Turismo SW AWD,14983
https://static.nhtsa.gov/images/vehicles/14387_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,1,4,0,2020,PORSCHE,TAYCAN 4S,2020 Porsche Taycan 4S 4 DR AWD,15019
https://static.nhtsa.gov/images/vehicles/14387_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,1,4,0,2020,PORSCHE,TAYCAN 4S WITH PERFORMANCE PACK,2020 Porsche Taycan 4S with Performance Pack 4 DR AWD,15020
https://static.nhtsa.gov/images/vehicles/14293_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,0,4,0,2020,PORSCHE,TAYCAN TURBO,2020 Porsche Taycan Turbo 4 DR AWD,15021
https://static.nhtsa.gov/images/vehicles/14293_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,0,4,0,2020,PORSCHE,TAYCAN TURBO S,2020 Porsche Taycan Turbo S 4 DR AWD,15022
https://static.nhtsa.gov/images/vehicles/12895_st0640_046.png,5,4,5,4,https://static.nhtsa.gov/crashTest/images/2020/v10732P088.JPG,https://static.nhtsa.gov/crashTest/videos/2020/v10732C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v10735P105.JPG,https://static.nhtsa.gov/crashTest/videos/2020/v10735C013.wmv,5,5,5,4,Not Rated,0.198,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v10734P073.JPG,https://static.nhtsa.gov/crashTest/videos/2020/v10734C013.wmv,Standard,Optional,Optional,370,11,1,2020,RAM,1500,2020 Ram 1500 Crew PU/CC 4WD,14281
https://static.nhtsa.gov/images/vehicles/12895_st0640_046.png,4,4,4,4,https://static.nhtsa.gov/crashTest/images/2020/v10725P080.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10725C017.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v10722P105.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10722C013.wmv,5,5,5,4,Not Rated,0.198,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v10723P073.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10723C013.wmv,Standard,Optional,Optional,370,11,1,2020,RAM,1500,2020 Ram 1500 Quad PU/EC 4WD,14280
https://static.nhtsa.gov/images/vehicles/12895_st0640_046.png,5,4,5,4,https://static.nhtsa.gov/crashTest/images/2020/v10732P088.JPG,https://static.nhtsa.gov/crashTest/videos/2020/v10732C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v10735P105.JPG,https://static.nhtsa.gov/crashTest/videos/2020/v10735C013.wmv,5,5,5,4,Not Rated,0.198,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v10734P073.JPG,https://static.nhtsa.gov/crashTest/videos/2020/v10734C013.wmv,Standard,Optional,Optional,370,11,1,2020,RAM,1500,2020 Ram 1500 Crew PU/CC 2WD,14255
https://static.nhtsa.gov/images/vehicles/12895_st0640_046.png,4,4,4,4,https://static.nhtsa.gov/crashTest/images/2020/v10725P080.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10725C017.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v10722P105.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10722C013.wmv,5,5,5,4,Not Rated,0.198,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v10723P073.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10723C013.wmv,Standard,Optional,Optional,370,11,1,2020,RAM,1500,2020 Ram 1500 Quad PU/EC 2WD,14254
https://static.nhtsa.gov/images/vehicles/13218_st0640_046.png,4,4,4,4,https://static.nhtsa.gov/crashTest/images/2020/v07592P081.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v07592C001.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v11160P106.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v11160C013.wmv,5,5,5,3,Not Rated,0.219,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v11159P073.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v11159C013.wmv,Standard,No,No,370,11,1,2020,RAM,1500 CLASSIC,2020 Ram 1500 Classic Crew PU/CC 4WD,14279
https://static.nhtsa.gov/images/vehicles/13218_st0640_046.png,4,4,4,4,https://static.nhtsa.gov/crashTest/images/2020/v07527P080.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v07527C016.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v10559P105.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10559C013.wmv,5,5,5,3,Not Rated,0.219,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v10558P072.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10558C014.wmv,Standard,No,No,370,11,1,2020,RAM,1500 CLASSIC,2020 Ram 1500 Classic Quad PU/EC 4WD,14278
https://static.nhtsa.gov/images/vehicles/13218_st0640_046.png,4,4,4,4,,,5,5,Not Rated,,,5,Not Rated,5,3,Not Rated,0.219,0,No Tip,5,,,Standard,No,No,370,11,1,2020,RAM,1500 CLASSIC,2020 Ram 1500 Classic Regular PU/RC 4WD,14277
https://static.nhtsa.gov/images/vehicles/13218_st0640_046.png,4,4,4,4,https://static.nhtsa.gov/crashTest/images/2020/v07592P081.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v07592C001.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v11160P106.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v11160C013.wmv,5,5,5,4,Not Rated,0.198,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v11159P073.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v11159C013.wmv,Standard,No,No,370,11,1,2020,RAM,1500 CLASSIC,2020 Ram 1500 Classic Crew PU/CC 2WD,14253
https://static.nhtsa.gov/images/vehicles/13218_st0640_046.png,4,4,4,4,https://static.nhtsa.gov/crashTest/images/2020/v07527P080.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v07527C016.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v10559P105.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10559C013.wmv,5,5,5,4,Not Rated,0.198,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v10558P072.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10558C014.wmv,Standard,No,No,370,11,1,2020,RAM,1500 CLASSIC,2020 Ram 1500 Classic Quad PU/EC 2WD,14252
https://static.nhtsa.gov/images/vehicles/13218_st0640_046.png,4,4,4,4,,,5,5,Not Rated,,,5,Not Rated,5,4,Not Rated,0.198,0,No Tip,5,,,Standard,No,No,370,11,1,2020,RAM,1500 CLASSIC,2020 Ram 1500 Classic Regular PU/RC 2WD,14251
https://static.nhtsa.gov/images/vehicles/14434_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,3,Not Rated,0.292,0,No Tip,Not Rated,,,Standard,Optional,No,138,9,2,2020,RAM,2500,2020 Ram 2500 Mega PU/EC 4WD,14284
https://static.nhtsa.gov/images/vehicles/14434_st0640_046.png,4,4,3,4,https://static.nhtsa.gov/crashTest/images/2020/v11097P090.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v11097C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v11265P105.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v11265C011.wmv,5,5,5,3,Not Rated,0.292,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v11266P072.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v11266C013.wmv,Standard,Optional,No,138,9,2,2020,RAM,2500,2020 Ram 2500 Crew PU/CC 4WD,14283
https://static.nhtsa.gov/images/vehicles/14434_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,3,Not Rated,0.292,0,No Tip,Not Rated,,,Standard,Optional,No,138,9,2,2020,RAM,2500,2020 Ram 2500 Regular PU/RC 4WD,14282
https://static.nhtsa.gov/images/vehicles/14434_st0640_046.png,4,4,3,4,https://static.nhtsa.gov/crashTest/images/2020/v11097P090.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v11097C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v11265P105.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v11265C011.wmv,5,5,5,4,Not Rated,0.198,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v11266P072.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v11266C013.wmv,Standard,Optional,No,138,9,2,2020,RAM,2500,2020 Ram 2500 Crew PU/CC 2WD,14257
https://static.nhtsa.gov/images/vehicles/14434_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,4,Not Rated,0.198,0,No Tip,Not Rated,,,Standard,Optional,No,138,9,2,2020,RAM,2500,2020 Ram 2500 Regular PU/RC 2WD,14256
https://static.nhtsa.gov/images/vehicles/13298_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,17,2,0,2020,RAM,PROMASTER,2020 Ram ProMaster VAN 2WD,14260
https://static.nhtsa.gov/images/vehicles/13421_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,1,2,0,2020,RAM,PROMASTER CITY,2020 Ram ProMaster City VAN FWD,14259
,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,Standard,Standard,0,0,0,2020,ROLLS-ROYCE,CULLINAN,2020 Rolls-Royce Cullinan SUV AWD,14464
,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,Standard,Standard,0,0,0,2020,ROLLS-ROYCE,DAWN,2020 Rolls-Royce Dawn C RWD,14463
,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,Standard,Standard,0,0,0,2020,ROLLS-ROYCE,GHOST,2020 Rolls-Royce Ghost 4 DR RWD,14460
,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,Standard,Standard,0,0,0,2020,ROLLS-ROYCE,GHOST EWB,2020 Rolls-Royce Ghost EWB 4 DR RWD,14461
,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,Standard,Standard,0,1,0,2020,ROLLS-ROYCE,PHANTOM,2020 Rolls-Royce Phantom 4 DR RWD,14458
,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,Standard,Standard,0,1,0,2020,ROLLS-ROYCE,PHANTOM EWB,2020 Rolls-Royce Phantom EWB 4 DR RWD,14459
,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,Standard,Standard,0,0,0,2020,ROLLS-ROYCE,WRAITH,2020 Rolls-Royce Wraith 2 DR RWD,14462
https://static.nhtsa.gov/images/vehicles/12902_st0640_046.png,5,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v10391P082.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10391C021.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v10390P105.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10390C013.wmv,5,5,5,4,Not Rated,0.17,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v10389P072.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10389C014.wmv,Standard,Standard,Standard,283,4,0,2020,SUBARU,ASCENT,2020 Subaru Ascent SUV AWD,14815
https://static.nhtsa.gov/images/vehicles/13014_st0640_046.png,Not Rated,4,4,4,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,5,Not Rated,0.071,0,No Tip,Not Rated,,,Standard,No,No,2,0,0,2020,SUBARU,BRZ,2020 Subaru BRZ 2 DR RWD,14816
https://static.nhtsa.gov/images/vehicles/14087_st0640_046.png,5,4,4,4,https://static.nhtsa.gov/crashTest/images/2020/v11819P080.JPG,https://static.nhtsa.gov/crashTest/videos/2020/v11819C017.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v11820P105.JPG,https://static.nhtsa.gov/crashTest/videos/2020/v11820C013.wmv,5,5,5,4,Not Rated,0.156,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v10059P074.JPG,https://static.nhtsa.gov/crashTest/videos/2020/v10059C013.wmv,Standard,Optional,Optional,55,0,0,2020,SUBARU,CROSSTREK,2020 Subaru Crosstrek SW AWD,14811
https://static.nhtsa.gov/images/vehicles/14213_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,Standard,Standard,0,1,1,2020,SUBARU,CROSSTREK HYBRID,2020 Subaru Crosstrek Hybrid SW AWD,14812
